,text,place,long,lat,clean_text,GPE,FAC,ORG,LOC
1012,🔥🔥🔥🔥 Part 1 Freestyle to let y’all know I do this-I’ve been rhyming n writing since I was a… https://t.co/Zxis05yLTM,,-122.41799999999999,37.775, Part 1 Freestyle to let yall know I do this-Ive been rhyming n writing since I was a,[],[],[],[]
1013,Wanna share a diet coke nigga @zaynmalik http://t.co/kEZsOxz7qZ,ac1e1901edbcb2e4,-122.55911100000002,37.899056,Wanna share a diet coke nigga at zaynmalik,[],[],[],[]
1014,I dont wana hurt nobody,159279f05be2ade4,-121.754442,37.698528,I dont wana hurt nobody,[],[],[],[]
1015, Drinking a Pelicano Extra by @thepelicanpub @ City of San Mateo — https://t.co/iTp1e6DsYI #photo, San Mateo; CA,-122.309,37.5447, Drinking a Pelicano Extra by at thepelicanpub at  City of San Mateo  photo,[],[],[],[]
1016,What a curious day here at @theboxsf 🎉👨🏻‍🎨🎉 I’m in a Banner Mood. Time for some lunch. @ The Pressroom and Mercantile at The Box SF https://t.co/JKvZWsEkpZ,"San Francisco, CA",-122.40852,37.7783,What a curious day here at at theboxsf  Im in a Banner Mood. Time for some lunch. at  The Pressroom and Mercantile at The Box SF,[],[],"[The Pressroom and Mercantile, The Box SF]",[]
1017," It doesn't take a crown to be a queen, but just in case your feeling extra royal! Stop by and… https://t.co/dilZfbWtkV", San Francisco; CA,-122.421872,37.7764857," It doesnt take a crown to be a queen, but just in case your feeling extra royal! Stop by and",[],[],[],[]
1018,"""@alyssuuur: what the fuck."" http://t.co/xLUkP395Gn",6da7626e4e9e26ba,-122.025838,38.272377,at alyssuuur: what the fuck.,[],[],[],[]
1019,"MJA Vineyards wants to wish all Mothers the most Happiest of Mother’s Days today. This is a special day to celebrate you, enjoy your day!  We hope you visit with us today so that we may wish this in person! @… https://t.co/9yb8Bbo09F","Santa Cruz, CA",-122.05853770000002,36.96369232,"MJA Vineyards wants to wish all Mothers the most Happiest of Mothers Days today. This is a special day to celebrate you, enjoy your day!  We hope you visit with us today so that we may wish this in person! at ",[],[],[MJA Vineyards],[]
1020,WAAARIIIOOORSSS BABY #FYT IT WAS AMAZING I HOPE WE DONT LOSE OUR… https://t.co/y2EZn0MWis,,-122.20260929999999,37.75026810000001,WAAARIIIOOORSSS BABY FYT IT WAS AMAZING I HOPE WE DONT LOSE OUR,[],[],[],[]
1021, #afterschoolspecial with my #Nixon #timetellerp #timepiece #watch #sanfrancisco #nixonwatch… https://t.co/Q6kQIIscn7, San Francisco; CA,-122.441,37.7218, afterschoolspecial with my Nixon timetellerp timepiece watch sanfrancisco nixonwatch,[],[],[],[]
1022," I'm at Costco Gasoline in Redwood City, CA https://t.co/iHF84k8qJU", Redwood City; CA,-122.21782900000001,37.478792," Im at Costco Gasoline in Redwood City, CA","[Redwood City, CA]",[],[Costco Gasoline],[]
1023,I love watch the regular show,676c3e6a1e0642db,-120.582327,37.350613,I love watch the regular show,[],[],[],[]
1024,"Arigato 🎎
#nofilter #japaneseteagarden #sanfrancisco @ Japanese Tea Garden https://t.co/frlzAS8dt7",,-122.47,37.7701,Arigato nofilter japaneseteagarden sanfrancisco at  Japanese Tea Garden,[],[],[],[]
1025,@Rebllefleuer @chrisbrown 😂😂😂,61f1d75eb5064808,-122.137574,37.693892,at Rebllefleuer at chrisbrown ,[],[],[],[]
1026, had to get blood work done for annual company insurance thingy.  finally eating lunch... https://t.co/BUUnIG6kdi https://t.co/d5i6pzW9jR, Santa Clara; CA,-121.974947,37.380942, had to get blood work done for annual company insurance thingy.  finally eating lunch...,[],[],[],[]
1027,Pickleback time. Oh dear... @duckpondcamp @ 800 larkin https://t.co/oqFPiEgioe,,-122.41765,37.78535,Pickleback time. Oh dear... at duckpondcamp at  800 larkin,[],[],[],[]
1029, Waiting in line at security checkpoint at SFO. Thanks to everybody and especially @oracleotn  for a great #oow16., California; USA,-122.38969180000001,37.6155659, Waiting in line at security checkpoint at SFO. Thanks to everybody and especially at oracleotn  for a great oow16.,[],[SFO],[],[]
1030,"Ma Moms Been Feelin Sick Lately,I Told Her She Just Miss Me That's All..😂",ab2f2fac83aa388d,-122.149293,37.754771000000005,"Ma Moms Been Feelin Sick Lately,I Told Her She Just Miss Me Thats All..",[],[],[],[]
1031,"🔮 Minor League Baseball ELO Win Probabilities for May 15
@wv_power 49.4% @chasriverdogs 50.6%
@Mbraves 35.3% @BiscuitBaseball 64.7%
@DragonsBaseball 34.7% @GreatLakesLoons 65.3%
 https://t.co/R3kSlSROEc","Fremont, CA",-121.9494656,37.5236445, Minor League Baseball ELO Win Probabilities for May 15at wvpower 49.4 at chasriverdogs 50.6at Mbraves 35.3 at BiscuitBaseball 64.7at DragonsBaseball 34.7 at GreatLakesLoons 65.3,[],[],"[Minor League Baseball, wvpower, chasriverdogs, Mbraves, BiscuitBaseball, DragonsBaseball, GreatLakesLoons]",[]
1032,"Couldn’t finish the sweep, but still a fun homestand! Just keep winning series. @ Oakland–Alameda County Coliseum https://t.co/dCJ6sFtJaF","Oakland, CA",-122.20055559999999,37.75166667,"Couldnt finish the sweep, but still a fun homestand! Just keep winning series. at  OaklandAlameda County Coliseum",[],[],[],[]
1033, Good Morning Faithful Family and Friends. @ 49er Empire https://t.co/yhjT5jsNr6, San Jose; CA,-121.876531,37.3004401, Good Morning Faithful Family and Friends. at  49er Empire,[],[49er Empire],[],[]
1034,"Im at Midpoint Technology Park in Redwood City, CA https://t.co/GsQETNKO0P",,-122.20542720000002,37.4859899,"Im at Midpoint Technology Park in Redwood City, CA","[Redwood City, CA]",[],[Midpoint Technology Park],[]
1035,Chase her ? I'd rather replace her. 💯,fbd6d2f5a4e4a15e,-121.02325900000001,37.327134,Chase her ? Id rather replace her. ,[],[],[],[]
1036,Wow. Twitter died quickly tonight.,e41805d7248dbf1e,-120.95325600000001,37.684602000000005,Wow. Twitter died quickly tonight.,[],[],[],[]
1037,I miss Harper too :( http://t.co/KJEcB8IZhe,7d62cffe6f98f349,-121.858797,37.374961,I miss Harper too :,[],[],[],[]
1039, Mikkeller Big Worse now available in bottles. https://t.co/Fr03TKIIV6 @MikkellerBeer alesunlimited #BeerMenus, San Francisco; CA,-122.43271170000001,37.792606, Mikkeller Big Worse now available in bottles. at MikkellerBeer alesunlimited BeerMenus,[],[],[MikkellerBeer],[]
1040,Drinking an Old Rasputin by @NoCoastBrewCo @ Eureka! Cupertino — https://t.co/UY5ybqg5fP #photo,,-122.009,37.3234,Drinking an Old Rasputin by at NoCoastBrewCo at  Eureka! Cupertino  photo,"[Eureka, Cupertino]",[],[NoCoastBrewCo],[]
1041," I'm at Wells Fargo Bank in Milpitas, CA https://t.co/WYxkTz2vKZ", Milpitas; CA,-121.87300790000002,37.41710648," Im at Wells Fargo Bank in Milpitas, CA","[Milpitas, CA]",[],[Wells Fargo Bank],[]
1042,Second hand trade-ins! A few new ones added to https://t.co/HmKwtLQeXG Second Hand Trade-in category… https://t.co/RA0suBm3rF,,-122.42361000000001,37.761759999999995,Second hand trade-ins! A few new ones added to Second Hand Trade-in category,[],[],[],[]
1043,"I just got home from work, don't fucking nag at me",7d62cffe6f98f349,-121.80942399999999,37.342365,"I just got home from work, dont fucking nag at me",[],[],[],[]
1044,"So competitive, so much drive to be best on defense, hard work,… https://t.co/BkJsoimfXo",,-122.49552479999998,37.74734426,"So competitive, so much drive to be best on defense, hard work,",[],[],[],[]
1045,Sip Wine and Sail the Bay with a USCG-Licensed Captain http://t.co/svhHyoz9sH,5a110d312052166f,-122.395,37.7971,Sip Wine and Sail the Bay with a USCG-Licensed Captain,[],[],[USCG],[]
1046, Berkeley police chief resigns. New acting chief will be Andrew Greenwood. @nbcbayarea https://t.co/z7SwmjOtaR, San Jose; CA,-121.89176640000001,37.3324843, Berkeley police chief resigns. New acting chief will be Andrew Greenwood. at nbcbayarea,[Berkeley],[],[],[]
1048,@angelhannahh unless the size smaller is too small lol,3216904d9846ecd3,-120.85458600000001,37.763224,at angelhannahh unless the size smaller is too small lol,[],[],[],[]
1050," Road construction, left lane closed in #SanFrancisco on 19th Ave NB between Sloat Blvd and Wawona St, stopped traffic back to Holloway", San Francisco; CA,-122.4751,37.7346," Road construction, left lane closed in SanFrancisco on 19th Ave NB between Sloat Blvd and Wawona St, stopped traffic back to Holloway","[SanFrancisco, Holloway]","[Sloat Blvd, Wawona St]",[],[19th Ave NB]
1051, Ballin so hard i deserve an and 1  #lesssdoit #Wednesday #humpday #wakeup #workout #westcoast… https://t.co/7fK04w4yHW, Vallejo; CA,-122.23314620000001,38.13786956, Ballin so hard i deserve an and 1  lesssdoit Wednesday humpday wakeup workout westcoast,[],[],[],[]
1052,"🤙🏽🤘🏽✌🏽🤟🏽✊🏽 @ Brisbane, California https://t.co/IlqdEVyaP5","Brisbane, CA",-122.399,37.6849," at  Brisbane, California","[Brisbane, California]",[],[],[]
1053," I'm at @Safeway in San Francisco, CA https://t.co/2zN19bETCg", San Francisco; CA,-122.42831470000002,37.76883198," Im at at Safeway in San Francisco, CA","[San Francisco, CA]",[],[Safeway],[]
1054,"Im at Tapsilog Express in San Leandro, CA https://t.co/Zd1vZENFkO",,-122.140056,37.695978000000004,"Im at Tapsilog Express in San Leandro, CA","[San Leandro, CA]",[],[Tapsilog Express],[]
1055,Nor do I have to answer to anyone at all. So why always be down my throat about some twitter shit,694adcf0dd2558cb,-122.032407,37.537521999999996,Nor do I have to answer to anyone at all. So why always be down my throat about some twitter shit,[],[],[],[]
1056, #noodles #ramenporn @ Iza Ramen https://t.co/AnIluMJyoY, San Francisco; CA,-122.4100338,37.75957373, noodles ramenporn at  Iza Ramen,[],[],[],[]
1057," 2016/09/24: Oakland, CA, United States: thePeople Oakland ft. MIKE STEVA (Yoruba Records) https://t.co/TCYTGSklTD https://t.co/JqwROjDDQE", Oakland; CA,-122.27278729999999,37.80789229999999," 20160924: Oakland, CA, United States: thePeople Oakland ft. MIKE STEVA Yoruba Records","[Oakland, CA, United States]",[],[],[]
1058,"Mick Foley (born 1965), who used the gimmick Mankind during parts of his tenure in World Wrestling Federation/World Wrestling Entertainment",36237ab3643ff2be,-122.050022,37.316599,"Mick Foley born 1965, who used the gimmick Mankind during parts of his tenure in World Wrestling FederationWorld Wrestling Entertainment",[],[],[World Wrestling FederationWorld],[]
1059,"I'm at California Avenue in Palo Alto, CA https://t.co/Z4OHSbOfBB https://t.co/WgIgEyk5YT","Palo Alto, CA",-122.14586740000001,37.42507568,"Im at California Avenue in Palo Alto, CA","[Palo Alto, CA]",[California Avenue],[],[]
1060,Another sfbeerweek drop for all the Belgian fans! @laughingmonksf has been bottling their… https://t.co/4KKzLgY2ei,,-121.92022,37.53225,Another sfbeerweek drop for all the Belgian fans! at laughingmonksf has been bottling their,[],[],[],[]
1061, SF Disrupt 2日目はゆっくりスタート。 @ Disruptsf https://t.co/Myz6nDJ6Nx, San Francisco; CA,-122.38802759999999,37.781582, SF Disrupt 2日目はゆっくりスタート at  Disruptsf,[],[],[],[]
1062,@a_lepe23 He was hellla tryna dance more after lmao,fbd6d2f5a4e4a15e,-120.927098,37.600033,at alepe23 He was hellla tryna dance more after lmao,[],[],[],[]
1063,How about a perfectly stupid walkoff to cap off a weird game that made no sense? This time it was a pop-up single by Ramon Laureano to give the A’s a 3-2 win… https://t.co/QupThb4JSi,"Oakland, CA",-122.20055559999999,37.75166667,How about a perfectly stupid walkoff to cap off a weird game that made no sense? This time it was a pop-up single by Ramon Laureano to give the As a 3-2 win,[],[],[],[]
1064,Cartoons and cereal for the day,8ad73577c2722154,-121.60710700000001,37.026258,Cartoons and cereal for the day,[],[],[],[]
1065,"My eldest Son and his daughters, enjoying the sights on the farm. @ Green String Farm https://t.co/74rHldmFWb","California, USA",-122.5776184,38.25463169,"My eldest Son and his daughters, enjoying the sights on the farm. at  Green String Farm",[],[],[],[]
1067,"""@Jaaaazzzz_: @ayooyani 😢😢 http://t.co/pLyNV6XzCa"" 😂😂😂😂😂😂",5a110d312052166f,-122.39955,37.791213,at Jaaaazzzz: at ayooyani  ,[],[],[],[]
1068, @tildedave @circleci Rebuild without cache seems to be working too. FWIW., San Francisco; CA,-122.391935,37.77603778, at tildedave at circleci Rebuild without cache seems to be working too. FWIW.,[],[],[],[]
1069,"@chey_higgins not you Chey, never you 😘",aa30747001a23f03,-121.96537,37.794263,"at cheyhiggins not you Chey, never you ",[],[],[],[]
1070, #monday yep this is our Monday jealous???? #mondaymotivation… https://t.co/ybAPHDr5qN, Empire; CA,-120.902376,37.65109279, monday yep this is our Monday jealous???? mondaymotivation,[],[],[],[]
1071,Merced CA Thu Feb 1st AM Forecast: TODAY Mostly Sunny Hi 68 TONIGHT Fog Lo 46,"California, USA",-120.4535,37.2829,Merced CA Thu Feb 1st AM Forecast: TODAY Mostly Sunny Hi 68 TONIGHT Fog Lo 46,"[Merced, CA]",[],[],[]
1072,Reposted from @mathraj  -  Join the conversation!! Come see us at TiEcon2019 @TiEcon @mathraj  - #regrann @ Santa Clara Convention Center https://t.co/Str775oHxL,"Santa Clara, CA",-121.9753773,37.40448104,Reposted from at mathraj  -  Join the conversation!! Come see us at TiEcon2019 at TiEcon at mathraj  - regrann at  Santa Clara Convention Center,[],[],[Santa Clara Convention Center],[]
1073,I feel crappy this morning and I only want to talk to @jorgecortez70 because he's the only one who can make my day.😂😩😴💩 #wakeupbabe #kthanks,3216904d9846ecd3,-120.843645,37.765759,I feel crappy this morning and I only want to talk to at jorgecortez70 because hes the only one who can make my day. wakeupbabe kthanks,[],[],[],[]
1074,These two make my day everyday.... Cleo use to be deathly afraid of kids and Lily has made her change her mind. She loves her so much and Lily… https://t.co/3s6gLzTzbv,"San Jose, CA",-121.96511709999999,37.317176399999994,These two make my day everyday.... Cleo use to be deathly afraid of kids and Lily has made her change her mind. She loves her so much and Lily,[],[],[],[]
1075,"Hearts everywhere I look.  Love must be in the air. Almost Valentines Day! @ San Carlos, California https://t.co/05qXuIOiE3",,-122.26333329999999,37.49916667,"Hearts everywhere I look.  Love must be in the air. Almost Valentines Day! at  San Carlos, California","[San Carlos, California]",[],[],[]
1076, Born and raised #cholo #locals #streetart #415 @ Clarion Alley https://t.co/gXy9IFT06X, San Francisco; CA,-122.42089509999998,37.76299557, Born and raised cholo locals streetart 415 at  Clarion Alley,[],[Clarion Alley],[],[]
1077,"Im at @7Eleven in San Francisco, CA https://t.co/yj8CXLQlPl",,-122.42262040000001,37.74215436,"Im at at 7Eleven in San Francisco, CA","[San Francisco, CA]",[],[7Eleven],[]
1078," USGS reports a M #earthquake 28km ENE of Soledad, California on 9/15/16 @ 18:49:39 UTC https://t.co/2rpkUfPo9F #quake", California; USA,-121.0488358,36.5478325," USGS reports a M earthquake 28km ENE of Soledad, California on 91516 at  18:49:39 UTC quake","[Soledad, California]",[],[USGS],[]
1079, Demystifying DevOps  https://t.co/PX71l4M1ZD 9:45 AM Saturday Speaker: Mark Lavi  @calm_mark #svcc, Los Altos Hills; CA,-122.1289,37.3613, Demystifying DevOps  9:45 AM Saturday Speaker: Mark Lavi  at calmmark svcc,[],[],[],[]
1080,Billionaire investors Icahn and Deason write blog post slamming Xerox-Fuji deal https://t.co/NL1CnEvu7g #tech,,-122.39711000000001,37.793372,Billionaire investors Icahn and Deason write blog post slamming Xerox-Fuji deal tech,[],[],[Xerox-Fuji],[]
1081,"Im at Menlo Optical in Menlo Park, CA https://t.co/uKo4Upoa3z",,-122.1871519,37.45053619,"Im at Menlo Optical in Menlo Park, CA","[Menlo Park, CA]",[],[Menlo Optical],[]
1082,Thats us bruh @MattyCassino10 http://t.co/BK4ISlvuiJ,8004d2bebcc13e8c,-122.036426,37.952678000000006,Thats us bruh at MattyCassino10,[],[],[],[]
1083,We’re always happy when Otis Brown of Brown AV brown_audio_visual shows up here at @theboxsf @theboxsfevents and @stage24events to help us out with all things technical! 🙏 This morning I… https://t.co/95Uz94Q1Vw,"San Francisco, CA",-122.4086,37.77839,Were always happy when Otis Brown of Brown AV brownaudiovisual shows up here at at theboxsf at theboxsfevents and at stage24events to help us out with all things technical!  This morning I,[],[],[Brown AV brownaudiovisual],[]
1084,@YoungRob_10 TOO FUCKIN' NIICE,30344aecffe6a491,-122.01885300000001,37.553998,at YoungRob10 TOO FUCKIN NIICE,[],[],[],[]
1085,"Stopping traffic with this outfit✨💙 @ItsMandarin (outfit deets in story!!) @ San Francisco,… https://t.co/fsP7epL50f",,-122.41799999999999,37.775,"Stopping traffic with this outfit at ItsMandarin outfit deets in story!! at  San Francisco,",[San Francisco],[],[],[]
1086,In-n-out is the only fast food place I'll eat a burger from,ab2f2fac83aa388d,-122.235124,37.775966,In-n-out is the only fast food place Ill eat a burger from,[],[],[],[]
1087,It made me hate it as a culture,ab2f2fac83aa388d,-122.26758899999999,37.840843,It made me hate it as a culture,[],[],[],[]
